damage.function,gas,discount.rate,emissions.year,scghg
MimiIWG_FAIRv162,HFC4310mee,3%,2085,314400
MimiIWG_FAIRv162,HFC4310mee,3%,2086,318651
MimiIWG_FAIRv162,HFC4310mee,3%,2087,322902
MimiIWG_FAIRv162,HFC4310mee,3%,2088,327153
MimiIWG_FAIRv162,HFC4310mee,3%,2089,331403
MimiIWG_FAIRv162,HFC4310mee,3%,2090,335654
MimiIWG_FAIRv162,HFC4310mee,3%,2091,340269
MimiIWG_FAIRv162,HFC4310mee,3%,2092,344884
MimiIWG_FAIRv162,HFC4310mee,3%,2093,349498
MimiIWG_FAIRv162,HFC4310mee,3%,2094,354113
MimiIWG_FAIRv162,HFC4310mee,3%,2095,358728
MimiIWG_FAIRv162,HFC4310mee,3%,2096,363342
MimiIWG_FAIRv162,HFC4310mee,3%,2097,367957
MimiIWG_FAIRv162,HFC4310mee,3%,2098,372572
MimiIWG_FAIRv162,HFC4310mee,3%,2099,377186
MimiIWG_FAIRv162,HFC4310mee,3%,2100,381801
